iter	MultiClass
559	0.3612764113
560	0.3604716807
561	0.3598095433
562	0.3588722364
563	0.3581672927
564	0.3573535394
565	0.3564997466
566	0.3554997281
567	0.3545781004
568	0.3537954821
569	0.3530844431
570	0.3522874021
571	0.3513547129
572	0.350636726
573	0.3496324224
574	0.348906584
575	0.3480702819
576	0.3473110922
577	0.3466574578
578	0.3459315632
579	0.3450290976
580	0.3441834507
581	0.3433753637
582	0.3425133492
583	0.3417165007
584	0.3408560574
585	0.3401004066
586	0.3393363712
587	0.3386889966
588	0.3378498566
589	0.3371725481
590	0.3365652939
591	0.3357568782
592	0.3349760051
593	0.3341084679
594	0.3335106674
595	0.3327471345
596	0.332442741
597	0.3317944806
598	0.3310987842
599	0.3303321719
600	0.3295822743
601	0.3287731505
602	0.3280494115
603	0.3274225268
604	0.3266375049
605	0.3259750642
606	0.3252310757
607	0.3246563451
608	0.323864612
609	0.3232962581
610	0.3226750971
611	0.322012698
612	0.3212873848
613	0.3207510274
614	0.3201858204
615	0.3194574988
616	0.3188297135
617	0.3182843276
618	0.3175952372
619	0.3168800217
620	0.3161519307
621	0.3155495141
622	0.3147872583
623	0.3141297202
624	0.3134456795
625	0.3128482557
626	0.3123497008
627	0.3116543028
628	0.3111999923
629	0.3105847821
630	0.310016208
631	0.3094783919
632	0.3090236136
633	0.3085411598
634	0.3080381421
635	0.3073891674
636	0.3067271203
637	0.3062955264
638	0.3056154007
639	0.3049952027
640	0.3043197869
641	0.3037950876
642	0.3032226746
643	0.3025640022
644	0.3019066851
645	0.301435934
646	0.3010336728
647	0.3005041526
648	0.2998440618
649	0.2993066302
650	0.2986802764
651	0.29809982
652	0.2973959827
653	0.2968222591
654	0.2962030169
655	0.2956538193
656	0.2950263698
657	0.2944470352
658	0.2938768774
659	0.293421778
660	0.2929198311
661	0.2923566134
662	0.2917594482
663	0.2912222703
664	0.2906963486
665	0.2900883333
666	0.2895535822
667	0.2889629245
668	0.2885467724
669	0.2879281984
670	0.2875214512
671	0.2869358268
672	0.286332957
673	0.285688927
674	0.2851443138
675	0.284558924
676	0.2840109224
677	0.2834787712
678	0.2829769842
679	0.2824139037
680	0.2819543212
681	0.2814313496
682	0.2811533504
683	0.2807452669
684	0.2802367997
685	0.2797232938
686	0.2791821118
687	0.2786762053
688	0.2783849972
689	0.2780099844
690	0.2774056522
691	0.2768938446
692	0.2763962643
693	0.275819707
694	0.2754016308
695	0.2749475474
696	0.2744955433
697	0.2739650165
698	0.2733832766
699	0.2730050825
700	0.2726105478
701	0.2721801305
702	0.2715621791
703	0.2709518205
704	0.270405724
705	0.2698585567
706	0.2694736608
707	0.2690798413
708	0.2686081368
709	0.2681875116
710	0.267663287
711	0.2671191915
712	0.2666741201
713	0.2662545241
714	0.2658270905
715	0.2654852349
716	0.2650167957
717	0.2646798378
718	0.2641861078
719	0.2636218175
720	0.2631268519
721	0.2626106577
722	0.2622094798
723	0.2617034337
724	0.26131337
725	0.2606892052
726	0.2602709629
727	0.2598321083
728	0.2594660605
729	0.2589595341
730	0.2585151928
731	0.2581833394
732	0.2577174949
733	0.257273035
734	0.2569772783
735	0.2565100852
736	0.2561700175
737	0.2556405598
738	0.2552604619
739	0.254823355
740	0.2544252292
741	0.2540405797
742	0.2536430002
743	0.2533643947
744	0.2528728105
745	0.2523231918
746	0.2519991203
747	0.2516657751
748	0.2512095804
749	0.25076321
750	0.2503744417
751	0.249896776
752	0.2493764477
753	0.2489170147
754	0.2484721457
755	0.2479245224
756	0.2474636652
757	0.2472142616
758	0.2468600972
759	0.2465191357
760	0.2462151349
761	0.2458171348
762	0.2454369366
763	0.2450183375
764	0.2446443934
765	0.2442696531
766	0.2439276128
767	0.2434835344
768	0.2430934144
769	0.2426264377
770	0.2421815826
771	0.2417706019
772	0.2413050168
773	0.2409248316
774	0.2404363988
775	0.2399560456
776	0.2395370506
777	0.2392267224
778	0.2388537159
779	0.2385045704
780	0.2381691318
781	0.2378633389
782	0.237602331
783	0.2372569739
784	0.2369561937
785	0.236526433
786	0.2361509036
787	0.2358047779
788	0.235480138
789	0.2351471163
790	0.2348119677
791	0.234385099
792	0.2340800611
793	0.2336814508
794	0.2332599267
795	0.2329018078
796	0.2324697066
797	0.2321663399
798	0.2317817179
799	0.2313970359
800	0.2311116775
801	0.2308606744
802	0.2305088377
803	0.2302004592
804	0.2299696525
805	0.2296928886
806	0.2293026952
807	0.2290308515
808	0.2288192951
809	0.2284506681
810	0.2281678325
811	0.2277415558
812	0.2274294908
813	0.2271303294
814	0.2268348311
815	0.2265492589
816	0.2261520166
817	0.2258921436
818	0.2256090066
819	0.2252736728
820	0.2249557126
821	0.2246113907
822	0.2243708625
823	0.2240597971
824	0.2237196895
825	0.2234125776
826	0.2230785964
827	0.2228319779
828	0.2224816109
829	0.2221238623
830	0.2219458487
831	0.2217061815
832	0.2213447416
833	0.2209464395
834	0.2206453585
835	0.2203260858
836	0.2201049159
837	0.2197628167
838	0.2194038952
839	0.2191174015
840	0.2189241139
841	0.2186184605
842	0.2182805575
843	0.2179631244
844	0.2175887825
845	0.2173465581
846	0.2170241539
847	0.2168287039
848	0.2165660632
849	0.2162763068
850	0.2159643706
851	0.2156683847
852	0.2153087588
853	0.2150549433
854	0.2147592361
855	0.2144855686
856	0.2141743684
857	0.213905285
858	0.2135974588
859	0.2132848724
860	0.2130329168
861	0.2127171979
862	0.2123125636
863	0.2120531298
864	0.211847158
865	0.2115964804
866	0.2113896215
867	0.2111441376
868	0.2108118165
869	0.2105019739
870	0.2102232975
871	0.2100580322
872	0.2098103762
873	0.2095527297
874	0.2092368852
875	0.2089181146
876	0.2086747102
877	0.2084778663
878	0.2081335831
879	0.2078847206
880	0.2076047826
881	0.2073897191
882	0.2070587217
883	0.2067911647
884	0.2065107582
885	0.2062360142
886	0.2060163231
887	0.2057957122
888	0.2056149807
889	0.2053532711
890	0.2051198834
891	0.2049447716
892	0.2046400333
893	0.2043506304
894	0.2041289641
895	0.2038654597
896	0.2036726564
897	0.2033658233
898	0.2032926584
899	0.2030623779
900	0.2028268266
901	0.2025779146
902	0.2022246958
903	0.2019936413
904	0.2017595521
905	0.2014569703
906	0.2011710626
907	0.2009596717
908	0.2007260284
909	0.2004736409
910	0.2002838618
911	0.2000585061
912	0.1998044354
913	0.1995677911
914	0.1993346125
915	0.1990242845
916	0.1987452219
917	0.1985133687
918	0.1982811497
919	0.1980250409
920	0.1977591135
921	0.1975046818
922	0.1972539689
923	0.1970164137
924	0.1967445126
925	0.1964716012
926	0.1962134918
927	0.1959556815
928	0.1956527571
929	0.1954176826
930	0.1952020904
931	0.1950153539
932	0.1947295362
933	0.1944884459
934	0.1942330277
935	0.1939950237
936	0.1937430712
937	0.1934500902
938	0.1931494466
939	0.1929482275
940	0.1926011821
941	0.1923044209
942	0.1920030315
943	0.1917150256
944	0.1914929672
945	0.1912662538
946	0.1911527663
947	0.1909406905
948	0.1907637679
949	0.1904764418
950	0.1902560826
951	0.1900704238
952	0.1898906408
953	0.189714651
954	0.1895036991
955	0.1893378793
956	0.1891182302
957	0.1888633216
958	0.1886369282
959	0.1883834003
960	0.1880536655
961	0.1878511655
962	0.1876769823
963	0.1874709366
964	0.1872686018
965	0.187066585
966	0.1867856467
967	0.1865589662
968	0.1863446427
969	0.1861374409
970	0.1859640918
971	0.1857343447
972	0.1855146232
973	0.1852997419
974	0.1850567312
975	0.1848160648
976	0.1846579792
977	0.1844553005
978	0.1842331159
979	0.1839685675
980	0.1837670352
981	0.1835656317
982	0.1833973438
983	0.1831119014
984	0.1828625696
985	0.1825848238
986	0.1824324401
987	0.1822371088
988	0.1820536919
989	0.1818827484
990	0.1817527496
991	0.1815566999
992	0.1813831678
993	0.1812120902
994	0.181033522
995	0.1809230932
996	0.1807540573
997	0.1805549973
998	0.1803070397
999	0.1801340083
