iter	Passed	Remaining
481	646	694
482	647	692
483	648	691
484	649	690
485	650	688
486	652	687
487	654	686
488	655	684
489	656	683
490	657	681
491	660	681
492	661	680
493	662	678
494	662	676
495	663	674
496	664	672
497	666	671
498	667	670
499	668	668
500	669	667
501	670	665
502	671	663
503	673	662
504	674	660
505	674	658
506	675	657
507	676	655
508	677	653
509	678	651
510	679	649
511	681	649
512	684	650
513	685	648
514	687	647
515	688	645
516	689	644
517	690	642
518	691	641
519	692	639
520	693	637
521	696	637
522	697	636
523	701	637
524	703	636
525	704	634
526	705	633
527	706	631
528	707	629
529	708	628
530	709	627
531	711	625
532	712	624
533	715	624
534	716	622
535	719	622
536	720	621
537	722	620
538	723	618
539	725	618
540	726	616
541	728	615
542	729	614
543	732	613
544	733	612
545	734	610
546	735	609
547	737	608
548	738	606
549	739	605
550	741	604
551	743	603
552	745	602
553	748	602
554	751	602
555	753	601
556	756	601
557	757	600
558	759	598
559	760	597
560	763	597
561	764	596
562	770	597
563	772	597
564	774	596
565	775	594
566	777	593
567	778	591
568	778	590
569	779	588
570	781	587
571	783	586
572	785	585
573	786	583
574	788	582
575	789	580
576	789	579
577	790	577
578	791	575
579	792	573
580	793	572
581	794	570
582	795	568
583	798	568
584	799	566
585	799	565
586	800	563
587	801	561
588	802	560
589	803	558
590	806	557
591	808	557
592	809	555
593	810	553
594	811	552
595	812	550
596	813	549
597	816	548
598	818	548
599	819	546
600	821	545
601	822	543
602	823	542
603	825	540
604	825	539
605	827	537
606	828	536
607	829	534
608	830	533
609	832	532
610	834	531
611	835	529
612	836	528
613	837	526
614	839	525
615	842	525
616	849	527
617	850	525
618	851	524
619	852	522
620	856	522
621	858	521
622	859	520
623	860	518
624	861	516
625	862	515
626	864	514
627	865	512
628	867	511
629	868	510
630	870	509
631	871	507
632	872	505
633	873	504
634	874	502
635	875	500
636	876	499
637	876	497
638	877	495
639	880	495
640	882	494
641	883	492
642	887	492
643	888	491
644	889	489
645	891	488
646	892	486
647	893	485
648	894	483
649	895	481
650	895	480
651	897	478
652	898	477
653	900	476
654	901	474
655	902	473
656	903	471
657	905	470
658	906	468
659	907	467
660	909	466
661	910	464
662	911	463
663	913	462
664	917	462
665	919	460
666	920	459
667	920	457
668	921	455
669	922	454
670	923	452
671	924	451
672	925	449
673	926	448
674	927	446
675	929	445
676	931	444
677	932	442
678	933	441
679	934	439
680	935	438
681	936	436
682	937	435
683	942	435
684	945	434
685	946	433
686	947	431
687	949	430
688	950	428
689	950	427
690	951	425
691	952	424
692	953	422
693	954	420
694	955	419
695	958	418
696	960	417
697	966	418
698	968	417
699	969	415
700	970	414
701	971	412
702	972	410
703	973	409
704	975	408
705	978	407
706	979	405
707	980	404
708	981	402
709	983	401
710	984	400
711	985	398
712	986	396
713	987	395
714	988	393
715	989	392
716	990	390
717	991	389
718	992	387
719	993	386
720	994	384
721	996	383
722	997	382
723	999	380
724	1000	379
725	1001	378
726	1002	376
727	1005	375
728	1010	375
729	1012	374
730	1014	373
731	1018	372
732	1020	371
733	1021	370
734	1022	368
735	1023	367
736	1025	365
737	1026	364
738	1027	362
739	1028	361
740	1029	359
741	1030	358
742	1033	357
743	1034	355
744	1036	354
745	1039	354
746	1041	352
747	1043	351
748	1044	349
749	1046	348
750	1051	348
751	1053	347
752	1054	345
753	1055	344
754	1057	343
755	1061	342
756	1064	341
757	1066	340
758	1067	338
759	1067	337
760	1069	335
761	1071	334
762	1072	333
763	1073	331
764	1074	329
765	1075	328
766	1077	327
767	1079	326
768	1080	324
769	1081	323
770	1082	321
771	1083	320
772	1084	318
773	1085	316
774	1087	315
775	1088	314
776	1089	312
777	1090	311
778	1095	310
779	1096	309
780	1097	307
781	1097	306
782	1098	304
783	1099	302
784	1100	301
785	1101	299
786	1102	298
787	1103	296
788	1105	295
789	1108	294
790	1109	293
791	1111	291
792	1112	290
793	1112	288
794	1113	287
795	1115	285
796	1116	284
797	1116	282
798	1117	281
799	1118	279
800	1120	278
801	1121	276
802	1123	275
803	1124	274
804	1125	272
805	1127	271
806	1128	269
807	1128	268
808	1129	266
809	1130	265
810	1131	263
811	1132	262
812	1133	260
813	1134	259
814	1135	257
815	1138	256
816	1139	255
817	1140	253
818	1141	252
819	1144	251
820	1145	249
821	1146	248
822	1147	246
823	1148	245
824	1153	244
825	1159	244
826	1160	242
827	1161	241
828	1163	239
829	1164	238
830	1165	237
831	1166	235
832	1168	234
833	1170	233
834	1172	231
835	1173	230
836	1174	228
837	1175	227
838	1176	225
839	1177	224
840	1178	222
841	1179	221
842	1180	219
843	1181	218
844	1182	216
845	1187	216
846	1188	214
847	1189	213
848	1189	211
849	1190	210
850	1191	208
851	1192	207
852	1193	205
853	1195	204
854	1196	202
855	1197	201
856	1198	199
857	1199	198
858	1200	197
859	1201	195
860	1203	194
861	1204	192
862	1205	191
863	1206	189
864	1207	188
865	1209	187
866	1210	185
867	1215	184
868	1219	183
869	1220	182
870	1223	181
871	1226	179
872	1227	178
873	1228	177
874	1229	175
875	1230	174
876	1231	172
877	1232	171
878	1233	169
879	1234	168
880	1235	166
881	1237	165
882	1238	164
883	1246	163
884	1270	165
885	1272	163
886	1274	162
887	1275	160
888	1277	159
889	1277	157
890	1279	156
891	1280	155
892	1281	153
893	1283	152
894	1285	150
895	1286	149
896	1292	148
897	1293	146
898	1294	145
899	1296	144
900	1297	142
901	1298	141
902	1300	139
903	1301	138
904	1303	136
905	1304	135
906	1306	133
907	1308	132
908	1312	131
909	1313	129
910	1315	128
911	1318	127
912	1323	126
913	1325	124
914	1327	123
915	1329	121
916	1330	120
917	1334	119
918	1336	117
919	1337	116
920	1338	114
921	1339	113
922	1340	111
923	1342	110
924	1343	108
925	1344	107
926	1350	106
927	1353	105
928	1354	103
929	1356	102
930	1357	100
931	1357	99
932	1358	97
933	1359	96
934	1360	94
935	1361	93
936	1362	91
937	1364	90
938	1365	88
939	1366	87
940	1367	85
941	1368	84
942	1369	82
943	1370	81
944	1372	79
945	1380	78
946	1381	77
947	1382	75
948	1388	74
949	1390	73
950	1395	71
951	1399	70
952	1404	69
953	1405	67
954	1406	66
955	1407	64
956	1408	63
957	1410	61
958	1411	60
959	1412	58
960	1413	57
961	1415	55
962	1416	54
963	1418	52
964	1420	51
965	1429	50
966	1435	48
967	1444	47
968	1445	46
969	1446	44
970	1448	43
971	1452	41
972	1453	40
973	1454	38
974	1456	37
975	1457	35
976	1459	34
977	1461	32
978	1462	31
979	1463	29
980	1463	28
981	1464	26
982	1466	25
983	1468	23
984	1472	22
985	1473	20
986	1474	19
987	1475	17
988	1476	16
989	1477	14
990	1480	13
991	1481	11
992	1483	10
993	1485	8
994	1487	7
995	1488	5
996	1489	4
997	1491	2
998	1491	1
999	1492	0
