iter	RMSE
199	41.75564533
200	41.66273415
201	41.53348977
202	41.39217776
203	41.35084159
204	41.24995944
205	41.20899189
206	41.04546189
207	40.96866621
208	40.82013241
209	40.70085151
210	40.47867785
211	40.40067183
212	40.37231553
213	40.26363995
214	40.17943724
215	40.07364492
216	40.00650692
217	39.94009384
218	39.77496984
219	39.71015015
220	39.55998657
221	39.47529919
222	39.4364606
223	39.30660217
224	39.26477185
225	39.18769906
226	39.1056859
227	39.03290921
228	38.99746627
229	38.89226335
230	38.75660956
231	38.72657649
232	38.69056972
233	38.55117165
234	38.51681987
235	38.40058776
236	38.3250444
237	38.21188181
238	38.1426901
239	38.07457481
240	37.95465177
241	37.88157888
242	37.7473197
243	37.67515403
244	37.54259444
245	37.51347325
246	37.45178151
247	37.32098395
248	37.25731603
249	37.12751982
250	37.05818048
251	37.03156473
252	36.96710156
253	36.83963933
254	36.71234594
255	36.68675153
256	36.65474652
257	36.54436141
258	36.51776689
259	36.46149787
260	36.43538699
261	36.31140255
262	36.18898795
263	36.13175781
264	36.07533952
265	36.04806332
266	35.93963725
267	35.88240163
268	35.76368441
269	35.72349017
270	35.70050692
271	35.58402144
272	35.53550001
273	35.48214847
274	35.45992606
275	35.34337444
276	35.31519302
277	35.23560816
278	35.21271058
279	35.13497528
280	35.09618214
281	35.07162487
282	34.99596131
283	34.92184641
284	34.88479361
285	34.84496751
286	34.7957442
287	34.72421924
288	34.69052541
289	34.66664185
290	34.59691904
291	34.5768575
292	34.50867617
293	34.46011998
294	34.44035559
295	34.32704855
296	34.25654312
297	34.23817518
298	34.15528469
299	34.09035461
300	34.02675676
301	33.990126
302	33.92403065
303	33.86269421
304	33.78290635
305	33.74274151
306	33.72622901
307	33.66668284
308	33.60835872
309	33.55122713
310	33.47524056
311	33.41959957
312	33.36509055
313	33.30642575
314	33.29145832
315	33.24178587
316	33.1854235
317	33.13344748
318	33.08565423
319	33.03877741
320	33.02493634
321	32.99704087
322	32.94700942
323	32.91788353
324	32.87258542
325	32.79097702
326	32.75908259
327	32.72764284
328	32.71503086
329	32.66771221
330	32.64190216
331	32.59565008
332	32.55035813
333	32.52529751
334	32.45838102
335	32.41435142
336	32.3901329
337	32.36646454
338	32.32530237
339	32.30158804
340	32.22582746
341	32.1858411
342	32.14382309
343	32.12121603
344	32.08014182
345	32.04140484
346	32.01945517
347	31.9815619
348	31.94175809
349	31.90477527
350	31.86596293
351	31.82986023
352	31.80875732
353	31.78813238
354	31.7503945
355	31.71528654
356	31.66972075
357	31.63539633
358	31.53195638
359	31.49551059
360	31.45983697
361	31.42663853
362	31.40708991
363	31.36207093
364	31.31768672
365	31.29510994
366	31.25135188
367	31.23260138
368	31.21038572
369	31.16736773
370	31.14025285
371	31.1136059
372	31.0711573
373	31.04494457
374	31.00292196
375	30.95950805
376	30.94186163
377	30.89939603
378	30.85812687
379	30.81685159
380	30.76084089
381	30.72014873
382	30.6650883
383	30.64817011
384	30.59506043
385	30.56002697
386	30.45846562
387	30.43105754
388	30.40416957
389	30.36454563
390	30.33814892
391	30.31414405
392	30.28827728
393	30.25458585
394	30.23137088
395	30.20610271
396	30.18364256
397	30.15887384
398	30.12125881
399	30.09960107
400	30.07855709
401	30.04989654
402	30.01339139
403	29.99307043
404	29.97336248
405	29.93864715
406	29.88892246
407	29.86504538
408	29.84570006
409	29.82228519
410	29.78808804
411	29.7605967
412	29.7418367
413	29.70804447
414	29.65937562
415	29.62595204
416	29.57808698
417	29.56092359
418	29.51382899
419	29.46728827
420	29.44896572
421	29.42654545
422	29.39367573
423	29.36029079
424	29.34245809
425	29.3099466
426	29.28799868
427	29.25595848
428	29.23440238
429	29.21812121
430	29.1309168
431	29.09865334
432	29.08136791
433	29.05674751
434	29.04097913
435	29.0095721
436	28.99292366
437	28.96167483
438	28.9408975
439	28.91001837
440	28.82615048
441	28.80986939
442	28.72735004
443	28.69376792
444	28.66374507
445	28.63060863
446	28.60739211
447	28.59047313
448	28.55777154
449	28.537746
450	28.52127217
451	28.50675145
452	28.48708417
453	28.46471352
454	28.42426767
455	28.41012377
456	28.37032687
457	28.30508228
458	28.28978011
459	28.26132776
460	28.19757635
461	28.18502597
462	28.12240106
463	28.10753579
464	28.0801007
465	28.01891436
466	28.00668451
467	27.94658155
468	27.9321383
469	27.90391953
470	27.84514722
471	27.83329581
472	27.78892882
473	27.76143151
474	27.71771917
475	27.70102072
476	27.6580781
477	27.64202498
478	27.61653821
479	27.56056915
480	27.54678746
481	27.52032832
482	27.47841446
483	27.46719887
484	27.44116675
485	27.39984674
486	27.35914497
487	27.34887291
488	27.30874645
489	27.29692877
490	27.27130475
491	27.2331135
492	27.19406348
493	27.18412594
494	27.14701193
495	27.1217534
496	27.10736096
497	27.07084876
498	27.05940968
499	27.03456054
500	26.9985406
501	26.96306095
502	26.95352361
503	26.91854853
504	26.8940475
505	26.85957869
506	26.84850099
507	26.80559397
508	26.78173959
509	26.7462712
510	26.73277838
511	26.70202253
512	26.64691261
513	26.6169719
514	26.58243274
515	26.54840499
516	26.53546855
517	26.50613115
518	26.47409433
519	26.44253441
520	26.43009974
521	26.40134538
522	26.37034229
523	26.33979906
524	26.31159922
525	26.25987477
526	26.23310046
527	26.20183547
528	26.19081603
529	26.15263394
530	26.10290895
531	26.07720562
532	26.03425368
533	26.00854534
534	25.97831006
535	25.95375986
536	25.92401141
537	25.91480643
538	25.88547172
539	25.85656831
540	25.84752915
541	25.82483664
542	25.81424888
543	25.76216658
544	25.73841341
545	25.71038496
546	25.67568154
547	25.65264558
548	25.63066028
549	25.6219675
550	25.59456967
551	25.54495962
552	25.52257748
553	25.51568124
554	25.48906034
555	25.46711793
556	25.44589875
557	25.39958908
558	25.37737153
559	25.35152387
560	25.32605682
561	25.31778955
562	25.30658809
563	25.2863203
564	25.23966578
565	25.21814204
566	25.17403995
567	25.15305843
568	25.10985961
569	25.06246817
570	25.03847971
571	25.00842656
572	24.9612133
573	24.91741003
574	24.89837098
575	24.8554537
576	24.81088068
577	24.76906938
578	24.73001448
579	24.69158677
580	24.65119161
581	24.63877177
582	24.62904222
583	24.58307835
584	24.5754842
585	24.53403033
586	24.49517592
587	24.47591139
588	24.45696414
589	24.413317
590	24.40581737
591	24.37716538
592	24.36977256
593	24.36155738
594	24.33358625
595	24.3264073
596	24.29910853
597	24.2816469
598	24.27457035
599	24.24795882
600	24.2315997
601	24.22467736
602	24.19869382
603	24.19110115
604	24.16577088
605	24.15832829
606	24.14984652
607	24.12512156
608	24.11790603
609	24.0937932
610	24.08723731
611	24.08024297
612	24.05668728
613	24.04982679
614	24.02684524
615	24.02050859
616	24.00763771
617	23.98520354
618	23.96911987
619	23.96247724
620	23.94058954
621	23.93406992
622	23.91270148
623	23.90630127
624	23.89386209
625	23.87301979
626	23.86721562
627	23.85497655
628	23.83461659
629	23.8269057
630	23.81485911
631	23.79497072
632	23.78742849
633	23.77557069
634	23.75613887
635	23.7224277
636	23.69717834
637	23.67852144
638	23.67291572
639	23.65465756
640	23.6491209
641	23.62506859
642	23.60734791
643	23.60153814
644	23.56956477
645	23.54566745
646	23.53069042
647	23.5139753
648	23.50856005
649	23.49445099
650	23.48911865
651	23.47303749
652	23.46743799
653	23.45158449
654	23.41972767
655	23.41451607
656	23.39649004
657	23.39136716
658	23.36873569
659	23.35123457
660	23.3462025
661	23.32410276
662	23.31734439
663	23.29569256
664	23.2789271
665	23.25777736
666	23.23706462
667	23.20890602
668	23.19471877
669	23.17896531
670	23.17411184
671	23.15414889
672	23.13459746
673	23.12986343
674	23.11460612
675	23.095496
676	23.07677906
677	23.05048271
678	23.0373995
679	23.03239578
680	23.02178534
681	23.00370366
682	22.98599284
683	22.96864455
684	22.96336437
685	22.94953633
686	22.93621234
687	22.92234337
688	22.90895684
689	22.89559375
690	22.88246721
691	22.87765828
692	22.86801429
693	22.85512734
694	22.83434048
695	22.82926197
696	22.82487799
697	22.81993926
698	22.81567001
699	22.80307196
700	22.79088347
701	22.78669669
702	22.77412538
703	22.75393006
704	22.74979952
705	22.737899
706	22.73384127
707	22.72985473
708	22.71815734
709	22.70632505
710	22.6998407
711	22.69594448
712	22.69211596
713	22.67139633
714	22.66762421
715	22.6474282
716	22.63604775
717	22.61655691
718	22.61282333
719	22.60340262
720	22.5844572
721	22.58077492
722	22.57715639
723	22.56803278
724	22.56447136
725	22.54603816
726	22.53720638
727	22.5335353
728	22.52994168
729	22.51949474
730	22.50049847
731	22.48199216
732	22.46278649
733	22.44393567
734	22.42623944
735	22.4078985
736	22.38989508
737	22.37222245
738	22.35487407
739	22.34458418
740	22.34092479
741	22.33081741
742	22.32721543
743	22.32367556
744	22.31374135
745	22.31025671
746	22.29377627
747	22.28408008
748	22.26768698
749	22.25822245
750	22.23923873
751	22.23215422
752	22.21676751
753	22.20989806
754	22.20317376
755	22.19659118
756	22.18800038
757	22.18399973
758	22.17505056
759	22.17163642
760	22.1628443
761	22.15895731
762	22.15377455
763	22.14514357
764	22.1367628
765	22.13332697
766	22.12482239
767	22.12105923
768	22.11285425
769	22.10447331
770	22.10021808
771	22.09125597
772	22.08750804
773	22.07954997
774	22.07542778
775	22.0567784
776	22.05313746
777	22.03919841
778	22.03153551
779	22.02751472
780	22.01359726
781	22.00615971
782	22.00220623
783	21.98855304
784	21.98137629
785	21.96798093
786	21.96096916
787	21.95707905
788	21.94393569
789	21.94008098
790	21.92717459
791	21.92036443
792	21.91694601
793	21.90428134
794	21.89766337
795	21.88523418
796	21.88148366
797	21.87824325
798	21.86148537
799	21.85513258
800	21.84305032
801	21.83987145
802	21.83744518
803	21.82556723
804	21.82319904
805	21.80885454
806	21.80618234
807	21.80358538
808	21.78948384
809	21.78723289
810	21.78473994
811	21.77102859
812	21.76881358
813	21.76666883
814	21.76108623
815	21.74921024
816	21.735856
817	21.73374112
818	21.73168902
819	21.72684903
820	21.71540522
821	21.71064703
822	21.69764394
823	21.69561851
824	21.69366226
825	21.69169817
826	21.6870442
827	21.6760157
828	21.67143984
829	21.65878336
830	21.65594889
831	21.65162122
832	21.64910199
833	21.64635039
834	21.64178877
835	21.63909349
836	21.63463098
837	21.63199042
838	21.6293948
839	21.62522038
840	21.61055572
841	21.5987805
842	21.59644936
843	21.58494357
844	21.58094037
845	21.5786659
846	21.5761996
847	21.56999422
848	21.55881585
849	21.55498348
850	21.55280975
851	21.55119803
852	21.54550977
853	21.53460527
854	21.5309313
855	21.52882865
856	21.52636334
857	21.52432474
858	21.51883766
859	21.50926315
860	21.50360008
861	21.49315935
862	21.48394811
863	21.47880765
864	21.4761229
865	21.46121893
866	21.45797248
867	21.45480235
868	21.44488996
869	21.4303924
870	21.42797238
871	21.41936212
872	21.41625476
873	21.41390677
874	21.41148476
875	21.40912072
876	21.3946589
877	21.39165939
878	21.37742654
879	21.36340275
880	21.34958494
881	21.34728113
882	21.34497731
883	21.33136104
884	21.32911289
885	21.32010243
886	21.31813235
887	21.3159469
888	21.31406715
889	21.30958467
890	21.30173554
891	21.29837583
892	21.29692148
893	21.29162446
894	21.29020999
895	21.28841885
896	21.28327125
897	21.27005
898	21.26868806
899	21.26407008
900	21.25904585
901	21.24606329
902	21.24434763
903	21.23155431
904	21.2241864
905	21.2209783
906	21.21609764
907	21.21443211
908	21.21024294
909	21.20548046
910	21.19298769
911	21.191717
912	21.18960772
913	21.17729551
914	21.17418011
915	21.16955163
916	21.15742063
917	21.15619606
918	21.15499073
919	21.14303663
920	21.13853648
921	21.12675848
922	21.12523431
923	21.1136279
924	21.11059329
925	21.10620192
926	21.10085615
927	21.09826458
928	21.09711764
929	21.09598872
930	21.09173815
931	21.08033289
932	21.07519168
933	21.07142414
934	21.06727548
935	21.06230676
936	21.057473
937	21.05380168
938	21.04976341
939	21.04508926
940	21.04149318
941	21.03754915
942	21.0330277
943	21.02862642
944	21.02511966
945	21.02140553
946	21.01714533
947	21.01351682
948	21.010998
949	21.00685139
950	21.00344351
951	20.99941959
952	20.99712616
953	20.99266953
954	20.98831956
955	20.98531568
956	20.98110152
957	20.97882169
958	20.97699703
959	20.97273137
960	20.96879109
961	20.96684148
962	20.96400351
963	20.96210084
964	20.95791902
965	20.9531387
966	20.95096895
967	20.94561391
968	20.94189856
969	20.93869871
970	20.93345698
971	20.93159997
972	20.92645069
973	20.92331184
974	20.91880637
975	20.91556178
976	20.91056511
977	20.90747473
978	20.90308926
979	20.89992086
980	20.8950718
981	20.89202911
982	20.88237749
983	20.8792878
984	20.87457336
985	20.87160974
986	20.86219871
987	20.85918552
988	20.85414129
989	20.85120457
990	20.84707075
991	20.84419052
992	20.84011531
993	20.83724655
994	20.8332313
995	20.82368232
996	20.81427281
997	20.81148994
998	20.80717276
999	20.80437305
